Kia;2003;1.166;1.180;t
Opel;1998;1.104;1.120;t
Peugeot;2009;1.692;1.710;t
Peugeot;2008;2.275;2.290;t
Rover;2002;1.595;1.610;t
Opel;2000;1.114;1.130;t
Nissan;2006;1.817;1.830;t
Mercedes-benz;1997;1.850;1.870;t
Chevrolet;2005;0.830;0.850;t
Opel;2000;1.465;1.480;t
Mazda;2001;1.010;1.030;t
Ford;2001;1.200;1.220;t
Mazda;2001;1.145;1.160;t
Daimlerchrysler;2003;1.250;1.270;t
Nissan;1998;1.230;1.250;t
Opel;1999;1.135;1.150;t
Peugeot;1999;0.870;0.890;t
Opel;1999;1.309;1.330;t
Mazda;1999;1.270;1.290;t
Ford;2001;1.127;1.140;t
Opel;2004;1.573;1.590;t
Volkswagen;2000;0.931;0.950;t
Citroen;2004;1.900;1.920;t
Opel;1998;1.144;1.160;t
Opel;1998;0.895;0.910;t
Seat;2003;1.617;1.630;t
Opel;2001;1.180;1.220;t
Toyota;1999;0.845;0.860;t
Renault;2001;1.150;1.170;t
Mazda;2000;1.245;1.260;t
Citroen;2003;0.982;1.000;t
Chevrolet;2004;0.965;0.980;t
Fiat;1998;0.825;0.840;t
Ford;1996;1.375;1.390;t
Volkswagen;1996;1.245;1.260;t
Mazda;2005;1.360;1.380;t
Fsm-bielsko b;1997;0.635;0.650;t
Mitsubishi;2003;1.130;1.150;t
Mercedes-benz;1999;0.980;1.000;t
Audi;1997;1.275;1.290;t
Opel;1998;1.280;1.300;t
Ford;1999;1.125;1.060;t
Renault;2005;1.270;1.290;t
Polonez;2000;1.120;1.140;t
Volkswagen;1997;1.257;1.270;t
Citroen;2002;1.225;1.240;t
Alfa romeo;2004;1.310;1.330;t
Jaguar;2002;1.530;1.550;t
Renault;1996;1.090;1.110;t
Ford;2001;1.167;1.180;t
Daewoo;2003;0.736;0.750;t
Renault;1999;0.935;0.950;t
Opel;1999;1.010;1.030;t
Ford;1998;1.037;1.050;t
Ford;2001;1.392;1.410;t
Volkswagen;1996;1.245;1.260;t
Volkswagen;2004;1.514;1.530;t
Opel;1995;1.040;1.060;t
Opel;2002;1.363;1.380;t
Skoda;2001;1.025;1.040;t
Peugeot;2003;1.136;1.150;t
Toyota;2000;0.925;0.940;t
Seat;1998;0.955;0.680;f
Mazda;2006;1.115;1.130;t
Renault;2001;1.285;1.300;t
Ford;1997;0.965;0.920;t
Ford;2000;1.356;1.370;t
Citroen;2007;1.260;1.280;t
Honda;1997;1.105;1.120;t
Peugeot;2004;1.267;1.280;t
Renault;2004;1.345;1.360;t
Peugeot;2007;1.235;1.250;t
Ford;2001;1.645;1.660;t
Volkswagen;1999;1.293;1.310;t
Skoda;2006;1.128;1.140;t
Volkswagen;1998;0.902;0.920;t
Ford;2001;1.096;1.100;t
Renault;1997;1.050;1.070;t
Volkswagen;1999;1.162;1.180;t
Renault;1995;1.440;1.460;t
Volvo;2003;1.525;1.540;t
Volkswagen;1999;1.140;1.160;t
Volkswagen;1998;1.230;1.250;t
Daewoo;1999;0.795;0.810;t
Peugeot;2003;1.070;1.090;t
Renault;2001;1.305;1.320;t
Volkswagen;1999;1.198;1.210;t
Volkswagen;1998;1.220;1.240;t
Opel;2001;1.135;1.150;t
Skoda;2003;1.130;1.150;t
Opel;1999;1.085;1.100;t
Seat;1998;1.095;1.110;t
Chrysler;2000;1.610;1.630;t
Fsm-bielsko b.;1994;0.670;0.690;t
Mitsubishi;1996;1.115;1.130;t
